,comment,rating,class,clean_comment,sentiment,sentiment_predict
1977,"beli 2 moisturizer yg smooth and glow malah yg datang satunya oil control, kalau memang tidak ada barangnya mending di refund aja, karena saya tidak cocok dengan yg oil c... ",1,3,beli moisturizer smooth and glow malah datang satu oil control kalau memang ada barang mending refund aja saya cocok yg oil c,0,0
1978,"produk sdh diterima dgn baik
good seller",5,3,produk sdh terima dgn baik good seller,1,1
1979,"Alhamdulillah sudah sampai dengan selamat, dan lengkap 🥰",5,3,alhamdulillah sampai selamat lengkap,1,1
1980,alhamdulillah paketnya sudah sampai dengan cepat. Pengemasannya sangat rapi.,5,3,alhamdulillah paket sampai cepat emas sangat rapi,1,1
1981,"Cepat sampai, mantapp di kulit. Terima kasih 😁",5,3,cepat mantapp kulit terima kasih,1,1
1982,ini botol ke 3 sih. sejauh ini ok. kulit jd lebih halus sama cerah,5,3,botol sih jauh ok kulit jd lebih halus sama cerah,1,1
1983,kurir anteraja minta uang parkir .mang ada ya? 😡,1,3,kurir anteraja minta uang parkir mang ya,0,0
1984,kurirnya ngga bener banget malah nitip kesatpam udah jelas alamat sama nomer rumah..hadeh,4,3,kurir ngga bener banget malah nitip satpam udah jelas alamat sama nomer rumahhadeh,1,0
1985,cocok sm kulit kering,5,3,cocok sm kulit kering,1,1
1986,"kecepatan pengiriman,,,pengemasan barang.",5,3,cepat pengirimanpengemasan barang,1,1
1987,"pengiriman cepat, packing aman banget. Thanks seller",5,3,kirim cepat packing aman banget thanks seller,1,1
1988,"pengiriman cepat, pengemasan aman dan rapi, barang ori dan sesuai pesanan, mksh",5,3,kirim cepat emas aman rapi barang ori sesuai pesan mksh,1,1
1989,Bagus bgt glowing d wajah,5,3,bagus bgt glowing d wajah,1,1
1990,"Ujung patah, sptnya blm full masuk lipsticknya udh di tutup.",3,3,ujung patah sptnya blm full masuk lipsticknya udh tutup,0,0
1991,⭐5  buat Wardah,5,3,buat wardah,1,1
1992,Cakep bgt semua warnanya..,5,3,cakep bgt semua warna,1,1
1993,"yg orange wangi nya manis,, yang hijau wanginya lbh musk, segar, kyk bedak bayi. lebih suka yang hijau. wangi cukup tahan lama, pagi oakai, sore masih ke cium, tp lbh bai... ",5,3,orange wangi nya manis hijau wangi lbh musk segar kyk bedak bayi lebih suka hijau wangi cukup tahan lama pagi oakai sore ke cium tp lbh bai,1,1
1994,"Wangi Rose ya enak banget dah tanpa alkohol juga, kebetulan kulit emg sensitif banget sma alkohol jd pakai parfum ini kena kulit engga gatel samsek",5,3,wangi rose enak banget tanpa alkohol betul kulit emg sensitif banget sma alkohol jd pakai parfum kena kulit engga gatel samsek,1,1
1995,Membantu melembutkan kulit.,5,3,bantu lembut kulit,1,1
1996,barang sesuai dengan pesanan pengiriman juga cepat selalu langganan beli disini,5,3,barang sesuai pesan kirim cepat selalu langgan beli sini,1,1
1997,trimakasih bonusnya,5,3,trimakasih bonus,1,1
1998,pengiriman cepet,5,3,kirim cepet,1,1
1999,Bagus. Presisi,5,3,bagus presisi,1,1
2000,dapet yang copot dari tempatnya 😭,3,3,dapet copot tempat,0,0
2001,lipsticknya copot dari tempat wkwkwkkw,1,3,lipsticknya copot tempat wkwkwkkw,0,0
2002,"barang lengkap, sesuai pesanan👍👍, pengiriman tepat waktu",5,3,barang lengkap sesuai pesan kirim tepat waktu,1,1
2003,seller amanah. pengiriman kilat. packing the best.. isi sesuai deskripsi.. pokok nya terbaik.. terima kasih..,5,3,seller amanah kirim kilat packing the best isi sesuai deskripsi pokok nya baik terima kasih,1,1
2004,Belom tau efeknya gmn,5,3,bom tau efek gmn,1,1
2005,"mantul dpt promo
bisa stock makasih wardah",5,3,mantul dpt promo stock makasih wardah,1,1
2006,"waterproof si katanya, tapi buat ngesmudge parah banget sampe hitam banget. better mascara wardah yg silver",3,3,waterproof si kata buat ngesmudge parah banget sampe hitam banget better mascara wardah silver,0,0
2007,"enak seger, meskipun endingnya ada sedikit rasa kaya ketarik",5,3,enak seger meski endingnya sedikit rasa kaya tarik,1,1
2008,Walopun beli cuma 1 pc tapi packingnya the best.. barang tiba dengan aman dan sesuai pesanan,5,3,walopun beli cuma pc packingnya the best barang tiba aman sesuai pesan,1,1
2009,"pemrosesan barang celat,sampai dgn cepat barang smpai dg aman",5,3,pemrosesan barang celatsampai dgn cepat barang smpai dg aman,1,1
2010,"cepet bgth nyampe nya,",5,3,cepet bgth nyampe nya,1,1
2011,"bagus banget di tap dikit langsung keluar banyak, ringan, trus puff nya ngga mbekas walaupun udah dipakai, jadi ngga mubazir",5,3,bagus banget tap dikit langsung keluar banyak ringan trus puff nya ngga mbekas walaupun udah pakai jadi ngga mubazir,1,1
2012,langsung dicoba penasaran kan yaa ehhh keren bgt dehhh,5,3,langsung coba penasaran kan yaa eh keren bgt deh,1,1
2013,ga nyangka wanginya romantic bat dah ❤,5,3,ga nyangka wangi romantic bat,1,1
2014,"gak pernah gagal..puas bgt sm produk ini. utk pengiriman mohon dipentingkan yaa,,ini lama sampai nya",4,3,gak pernah gagalpuas bgt sm produk utk kirim mohon penting yaaini lama nya,1,1
2015,Aku kira bisa ngangkat komedo kaya yg white secret exfoliating scrub... Ternyata tdk... Komedonya gk bisa bersih trs gk ilang tpis kembaliin produk exfoliating scrub lg d... ,3,3,aku kira ngangkat komedo kaya white secret exfoliating scrub nyata tdk komedonya gk bersih trs gk ilang tpis kembaliin produk exfoliating scrub lg d,0,0
2016,"Maaf fotonya tak sesuai. Teksturnya enak waktu di aplikasi ini ke wajah ada sensasi dinginnya gitu. Sebelumnya sih aku pakai yg uv shield spf50 yg oranye. Tapi dua""ny... ",5,3,maaf foto tak sesuai tekstur enak waktu aplikasi ke wajah sensasi dingin gitu belum sih aku pakai uv shield spf oranye duany,1,1
2017,"Buat yang kulitnya berminyak dan gampang breakout karena stress atau faktor lain. Pake produk wardah cocok buat kondisi kulit diatas, tapi untuk sabun muka aku rekomen pa... ",5,3,buat kulit minyak gampang breakout stress faktor pake produk wardah cocok buat kondisi kulit atas untuk sabun muka aku rekomen pa,1,1
2018,lain ya dgn yg di deskripsi,2,3,ya dgn di deskripsi,0,1
2019,"packagingnya aman, puas",5,3,packagingnya aman puas,1,1
2020,"produknya yang paling kanan, botol kecil isi 50 ml. ini tuh buat pemberih makeup tapi suka juga dijadiin pelembab sebelum makeupsoalnya kulit aku kering jadi lembab tapi... ",5,3,produk paling kanan botol kecil isi ml tuh buat pemberih makeup suka dijadiin pelembab makeupsoalnya kulit aku kering jadi lembab,1,1
2021,"Pengiriman cepat,  packing sangat aman,  kualitas bagus,  warna cantik,  recomended",5,3,kirim cepat packing sangat aman kualitas bagus warna cantik recomended,1,1
2022,"packing aman, kualitas oke. saya suka warnanya. produk ori bersegel. pengiriman cepat dan tepat.",5,3,packing aman kualitas oke suka warna produk ori segel kirim cepat tepat,1,1
2023,"respon seler cepat..brg dikemas rapi,aman",5,3,respon seler cepatbrg kemas rapiaman,1,1
2024,wangii pollll,5,3,wangi pol,1,1
2025,recommend seller and product 👍,5,3,recommend seller and product,1,1
2026,"udah cocok banget pake sabun ini, bikin wajah kelihatan bersih dan lebih cerah. seneng deh twin packnya lagi diskon dari wardahnya, ditambah diskon dari gopay. mantul. th... ",5,3,udah cocok banget pake sabun bikin wajah lihat bersih lebih cerah neng deh twin packnya diskon wardahnya tambah diskon gopay mantul th,1,1
2027,"Pesananku udah sampe. Tipe warna nya bagus Banget di kulit sawo matang, wajah terlihat calm.

Kelemahan nya ini lipstik baru di buka, ujung nya udah patah. Dan ternyata k... ",3,3,pesan udah sampe tipe warna nya bagus banget kulit sawo matang wajah lihat calm lemah nya lipstik baru buka ujung nya udah patah nyata k,0,0
2028,amaaan.... sampai di rumah dgn selamat dan sesuai pesanan.. sayangnya gak dapat  bonus apa2..,5,3,aman di rumah dgn selamat sesuai pesan sayang gak bonus apa,1,1
2029,"barang sesuai, paking rapih, thanks gan mantap",5,3,barang sesuai paking rapih thanks gan mantap,1,1
2030,bedak hancur lebur,2,3,bedak hancur lebur,0,0
2031,Suka warnanya..,5,3,suka warna,1,1
2032,tidak cocok disaya,3,3,cocok saya,0,1
2033,"packing aman, selalu puas kl belanja dr sini. udah sering restock skincare&make up dr wardah..",5,3,packing aman selalu puas kl belanja dr sini udah sering restock skincaremake up dr wardah,1,1
2034,"packing aman, bedak nya ringan d aplikasiin d muka, wrna sesuai",5,3,packing aman bedak nya ringan d aplikasiin d muka wrna sesuai,1,1
2035,"cepat n sesuai pesanan, terimakasih",5,3,cepat n sesuai pesan terimakasih,1,1
2036,"bagus, warnanya sesuai ekspektasi hanya ada sedikit rusak di ujung lipstiknya, tp gpp,, trims",5,3,bagus warna sesuai ekspektasi ada sedikit rusak ujung lipstik tp gpp trims,1,1
2037,Proses cepat & barang bagus,5,3,proses cepat barang bagus,1,1
2038,produk dah sampai. Mksh 🙏,5,3,produk sampai mksh,1,1
2039,"kalau yang kuning ini cocok untuk kulit kering guys. kaya vit E, jadi bisa melembabkan. kalau kalian kulitnya kering kyk aku jangan pakai yg biru, pakai yang kuning lebih... ",5,3,kalau kuning cocok kulit kering guys kaya vit e jadi melembabkan kalau kalian kulit kering kyk aku jangan pakai biru pakai kuning lebih,1,1
2040,Anteraja agak lama 😥,3,3,anteraja lama,0,0
2041,Pengiriman cepat. packing rapi. produk oke,5,3,kirim cepat packing rapi produk oke,1,1
2042,paling cocok dan terjangkau,5,3,paling cocok jangkau,1,1
2043,"cocok banget di kulit, normal berminyak q, alhamdulillah udah sering beli di wardah official, gak pernah kecewa, barang nya ori juga ☺",5,3,cocok banget kulit normal minyak q alhamdulillah udah sering beli wardah official gak pernah kecewa barang nya ori,1,1
2044,"Terima kasih Crystallure telah sampai dengan selamat, istri senang dapat barangnya.",5,3,terima kasih crystallure sampai selamat istri senang barang,1,1
2045,cocok sama sunscreen nya dan lama lama bikin glowing donk,5,3,cocok sama sunscreen nya lama lama bikin glowing donk,1,0
2046,"Mahal. JANGAN beli di Tokopedia, lebih baik beli di ****** lebih MURAH.",1,3,mahal jangan beli tokopedia lebih baik beli lebih murah,0,0
2047,"wangina enak, teksturnya gel dan cocok buat semua jenis kulit. aku normal to dry pakai ini, kulit wajahku ga kerasa ketarik setelah pakai. cintaaa. packaging juga super a... ",5,3,wangina enak tekstur gel cocok buat semua jenis kulit aku normal to dry pakai kulit wajah ga rasa tarik pakai cinta packaging super a,1,1
2048,"barang sampai dgn aman,tp baru mau mencoba pake produk ini dan mudah2an cocok.mksh wardah.",4,3,barang dgn amantp baru mau coba pake produk dan mudah cocokmksh wardah,1,1
2049,"kemasan tidak aman,,,ga rapih,,barang ya patah saya kecewa
pecking kurang bagus,,harus bisa prediksi ka
karna jauh,,,ga deket jangan asal asalan",1,3,kemas amanga rapihbarang patah kecewa pecking kurang bagusharus prediksi ka karna jauhga deket jangan asal asal,0,0
2050,"barang bagus, selalu cepat habis di seller, respon penjual cepat, packing rapi terimakasih",5,3,barang bagus selalu cepat habis seller respon jual cepat packing rapi terimakasih,1,1
2051,Prosesnya cepat...,5,3,proses cepat,1,1
2052,warnanya terlalu dark ternyata. kalau yg suka warna2 tua mungkin cocok.,3,3,warna terlalu dark nyata kalau suka warna tua mungkin cocok,0,0
2053,oke siiipp,5,3,oke sipp,1,1
2054,"jg ragu deh mantulll smuany ,mksh kk",5,3,jg ragu deh mantul smuany mksh kk,1,1
2055,mantap rapi dn cepat,5,3,mantap rapi dn cepat,1,1
2056,pemakaian BB cushion ini simpel dan cocok di wajah aku..,5,3,pakai bb cushion simpel cocok wajah aku,1,1
2057,"barang diterima dg ok, packing ok, totebag nya cantik, puas bgt dg produknya",5,3,barang terima dg packing totebag nya cantik puas bgt dg produk,1,1
2058,Pengiriman cepat yang lambat tim ekspedisinya,3,3,kirim cepat lambat tim ekspedisi,0,0
2059,Cepet banget ngempesin jerawat 😍😍,5,3,cepet banget ngempesin jerawat,1,1
2060,"warna nya bagus.. seperti pink tp agak orange2 gtu.. 


paking aman.. mantapp pokoknya",5,3,warna nya bagus pink tp orange gtu paking aman mantapp pokok,1,1
2061,"pesanan bedak wardah colorfit velvet sudah sampai, saya puas barang diterima dalam keadaan baik, penjual dan pelayanan toko sangat baik ,terima kasih ya sukses selalu",5,3,pesan bedak wardah colorfit velvet sampai puas barang terima ada baik jual layan toko sangat baik terima kasih sukses selalu,1,1
2062,"Barang diterima sesuai pesanan, kemasan rapi dan pengiriman cepat. Sebenernya pengen pesen yg renew you serum tapi keabisan. Gpp lah sementara pake ini dulu karena udah b... ",5,3,barang terima sesuai pesan kemas rapi kirim cepat sebenernya ken sen renew you serum abis gpp lah pake dulu udah b,1,1
2063,"pengiriman & pengemasan lama, kirain kl lama dpt free sample atau bonus apa 🤪
produk blm dicoba, udh keburu beli facial wash yg lain.",3,3,kirim emas lama kirain kl lama dpt free sample bonus apa produk blm coba udh keburu beli facial wash lain,0,0
2064,"pengemasan & pengiriman luamaaaa.....
packaging mirip bgt sm missha, produk blm dicoba",3,3,emas kirim luama packaging mirip bgt sm missha produk blm coba,0,0
2065,"Barang sesuai, pengiriman aman, cepet mayanlah, packing aman.",5,3,barang sesuai kirim aman cepet mayanlah packing aman,1,1
2066,cepet pengirimannya cakep barangnya,5,3,cepet kirim cakep barang,1,1
2067,barang nya udh nyampe order yg ke 3x nya mkasih,5,3,barang nya udh nyampe order ke x nya mkasih,1,1
2068,"barang sampe dengan aman... 

packing pun rapih... 
respon penjual cepat

terimakasih",4,3,barang sampe aman packing rapih respon jual cepat terimakasih,1,1
2069,"Saya kecewa sekali dgn seller ini ya ..
awal percakapan dgn admin yg berbeda² mengatakan kalau kemasan sudah update yg terbaru ..dan setelah barang sampai kemasan masih y... ",3,3,kecewa sekali dgn seller ya awal cakap dgn admin beda kata kalau kemas update baru telah barang kemas y,0,0
2070,"tutup creamnya ga rapet cuma ditaro dengan rapi doang, bagusnya ga knpa2 ya isinya",4,3,tutup creamnya ga rapet cuma ditaro rapi doang bagus ga knpa isi,1,0
2071,mendarat dengan selamat mksh gan sukses selalu🙏🏿🙏🏿🙏🏿maf bru ksh riview😁😁,5,3,darat selamat mksh gan sukses selalumaf bru ksh riview,1,1
2072,barang sampe dengan selamat💯💯💯💯,5,3,barang sampe selamat,1,1
2073,harga lebih mahal.. seharusnya official pabrik lebih terjangkau dong,1,3,harga lebih mahal official pabrik lebih jangkau dong,0,0
2074,"maksain bgt,creamy foamnya gak berbusa , terus pelembabnya wanginya bau dan pas dipencet dikit keluarnya banyak lebih baik yang sebelumnya bagus 2 2nya setelah diperbarui... ",1,3,maksain bgtcreamy foamnya gak busa terus pelembabnya wangi bau pas pencet dikit keluar banyak lebih baik belum bagus nya baru,0,0
2075,Barangnya sudah sampai dengan selamat.. Walaupun order yg reguler ternyata masih dapat bonus juga. Terimakasih Wardah 👍,5,3,barang sampai selamat walaupun order reguler nyata dapat bonus terimakasih wardah,1,1
2076,saya beli yang autum nami dan sunkisses jeju. yang sunkissed jeju pas diterima sudah bopak begini,2,3,beli autum nami sunkisses jeju sunkissed jeju pas terima bopak begini,0,0
2077,Pesanan lama banget sampe dr tanggal 27 sept baru tiba 2 okt,3,3,pesan lama banget sampe dr tanggal sept baru tiba okt,0,0
2078,"mudah aplikasi nya, kuas lembut, high black",5,3,mudah aplikasi nya kuas lembut high black,1,1
2079,bahanya ringan teksturnya gel bening enggak bikin muka ketarik abis cuci muka. alhamdulillahcocok buat muka aku,5,3,bahanya ringan tekstur gel bening enggak bikin muka tarik abis cuci muka alhamdulillahcocok buat muka aku,1,1
2080,"pengiriman terlalu lama, order 29 sept barang sampai tgl.3 okt",3,3,kirim terlalu lama order sept barang tgl okt,0,0
2081,"pengiriman terlalu lama, order tgl. 29 sept barang sampai tgl.3",3,3,kirim terlalu lama order tgl sept barang tgl,0,0
2082,"pengiriman lumayan cepat packing nya cukuprapi harga"" nya lumayan cukup murah
terbaik sudah sering belanja di sini..
jadi tidak mengecewkan",5,3,kirim lumayan cepat packing nya cukuprapi harga nya lumayan cukup murah baik sering belanja sini jadi mengecewkan,1,1
2083,makasih barangnya udah nyampe nihh...,5,3,makasih barang udah nyampe nihh,1,1
2084,warna pecan pie di katalog gambar tidak sesuai dengan kenyataan,3,3,warna pecan pie katalog gambar sesuai nyata,0,0
2085,"Lipbalmnya sesuai pesanan, warnanya cantik.... Makasih ya kak....",5,3,lipbalmnya sesuai pesan warna cantik makasih kak,1,1
2086,Terima kasih barang sesuai pesanan mantap,5,3,terima kasih barang sesuai pesan mantap,1,1
2087,produknya bagus cocok di muka aku,5,3,produk bagus cocok muka aku,1,1
2088,bagus dan sesuai pesanan. Terima kasih,5,3,bagus sesuai pesan terima kasih,1,1
2089,"isi nya cuma sedikit,tapi wadah nya besar...",3,3,isi nya cuma sedikittapi wadah nya besar,0,0
2090,Ok banget untuk membersihkan wajah yg jerawatan.,5,3,banget bersih wajah jerawat,1,1
2091,goooddddddd bgt pokok y,5,3,god bgt pokok y,1,1
2092,Alhamdulillah terimakasih paking aman mempesona,5,3,alhamdulillah terimakasih paking aman pesona,1,1
2093,"udh langganan, beli terus dipaksa tokped. soalnya dapet voucher cashback mulu",5,3,udh langgan beli terus paksa tokped soal dapet voucher cashback mulu,1,1
2094,"proses pengiriman brg cpt, warna lipstick nya bagus bgt, lipstick tahan lm, packing ok, kurir ramah",5,3,proses kirim brg cpt warna lipstick nya bagus bgt lipstick tahan lm packing kurir ramah,1,1
2095,"Pengirinan lama bgt, g konfirmasi dulu kalau dikirim dr tegal",3,3,pengirinan lama bgt g konfirmasi dulu kalau kirim dr tegal,0,0
2096,sudah sampai dengan aman. expired jg msh jauh.,5,3,sampai aman expired jg msh jauh,1,1
2097,toner isinya kosong,1,3,toner isi kosong,0,0
2098,Produk bagus banget. original. cepat meresap. hasil ok banget.,5,3,produk bagus banget original cepat resap hasil banget,1,1
2099,lengket banget huhuhuhuhu,3,3,lengket banget huhuhuhuhu,0,0
2100,"Langanan, jd udah pasti pelayanan ok",5,3,langanan jd udah layan,1,1
2101,"packing rapi, pengiriman jga cepet.. terimakasih wardah.. 🥰",5,3,packing rapi kirim jga cepet terimakasih wardah,1,1
2102,barang tidak sampai di konfirmasi pelayanan mengecewakan,1,3,barang sampai konfirmasi layan kecewa,0,0
2103,"sudah sampai sesuai pesanan, packing nya aman banget , pertahankan👍🏻",5,3,sampai sesuai pesan packing nya aman banget tahan,1,1
2104,lamaaa bgt pengirimannya :(,5,3,lama bgt kirim,1,0
2105,kualitas lipstick rusak 2-2 nya kecewa berat.,1,3,kualitas lipstick rusak nya kecewa berat,0,0
2106,"Warna barang tidak sesuai gambar. Dimata saya ini warna orange ya, orange bata. Yg nyampe malah pink.
Kalian jualan asal2 an?",1,3,warna barang sesuai gambar mata ini warna orange orange bata nyampe malah pink kalian jual asal an,0,0
2107,"sengaja pesan krn se-jabodetabek biar bisa smpe cpt biasanya cuman sehari, ini malah jd lama krn dikirim dr tegal, pesan selasa Jumat sore br nyampe",3,3,sengaja pesan krn sejabodetabek biar smpe cpt biasa cuman hari malah jd lama krn kirim dr tegal pesan selasa jumat sore br nyampe,0,0
2108,"andalan aku banget iniii, gatau udah beli yang keberapa, pokok nya sesuka ituuu❤❤❤❤❤",5,3,andal aku banget gatau udah beli berapa pokok nya suka,1,1
2109,sesuai pesanan..barang cpt datang nya..hebat fast respon,5,3,sesuai pesananbarang cpt datang nyahebat fast respon,1,1
2110,sukaa selalu sama produk wardah.. thanks seller,5,3,sukaa selalu sama produk wardah thanks seller,1,1
2111,"pengiriman cepat, pengemasan oke, rapi dan aman..barang original dan sesuai pesanan..mksh seller",5,3,kirim cepat emas oke rapi amanbarang original sesuai pesananmksh seller,1,1
2112,pengiriman cepat banget,5,3,kirim cepat banget,1,1
2113,"Packing bagus dan aman.
Hanya waktu pengirimannya yg lama bingiit...",3,3,packing bagus aman waktu kirim lama bingiit,0,0
2114,"suka sama produk seri crystal ini.
tidak wangi. tekstur oke.",5,3,suka sama produk seri crystal tidak wangi tekstur oke,1,1
2115,lipstiknya rusak dikit.mgkin meleleh atau kualitas memang tidak bagus.dtg2 uda meleyot,2,3,lipstik rusak dikitmgkin leleh kualitas memang bagusdtg uda leyot,0,0
2116,"foto sm aslinya beda banget warnanya , ga sesuai gambar",3,3,foto sm asli beda banget warna ga sesuai gambar,0,0
2117,enakeun guys. sunscreen fav ku soalnya murce dan ciamik beud pas diapply ke muka uhuy,5,3,enakeun guys sunscreen fav ku soal murce ciamik beud pas diapply muka uhuy,1,1
2118,"Tekstur liptintnya enak ga terlalu cair/thick. Habis di apply lumayan tahan lama. Pengirimannya cepat, packing rapi.",5,3,tekstur liptintnya enak ga terlalu cairthick habis apply lumayan tahan lama kirim cepat packing rapi,1,1
2119,"ujung nya sudah gompal, mungkin krn itu didiskon",3,3,ujung nya gompal mungkin krn diskon,0,0
2120,saya pesan bliss dan joyfull. tp yg dtg bliss semua,1,3,pesan bliss joyfull tp dtg bliss semua,0,0
2121,"Packing rapih, aman, sesuai pesanan, alhamdulillah dapet bonus, sukses usahanya Kak",5,3,packing rapih aman sesuai pesan alhamdulillah dapet bonus sukses usaha kak,1,1
2122,bagus bget liner nya...,5,3,bagus bget liner nya,1,1
2123,mantap... foundation nya enak dipakai,5,3,mantap foundation nya enak pakai,1,1
2124,"kecewa berat. lipsticknya udh patah di ujungnya pas nyampai, seperti di tutup paksa. mau komplain tapi lupa videoin pas unboxingnya. tolong di perhatikan lagi kualitas ba... ",1,3,kecewa berat lipsticknya udh patah ujung pas nyampai di tutup paksa mau komplain lupa videoin pas unboxingnya di perhati kualitas ba,0,0
2125,"Katanya sih bagus, belum dibuka. tapi saya percaya produk lokal. maju terus produk anak negri.",5,3,kata sih bagus buka saya percaya produk lokal maju terus produk anak negri,1,1
2126,"aman, cepat
suka sama produk wardah",5,3,aman cepat suka sama produk wardah,1,1
2127,cepet banget ilang... warna sih ok,3,3,cepet banget ilang warna sih,0,0
2128,"dipack dgn baik, sesuai display, original, smg cocok sesuai deskripsi. thanks.",5,3,dipack dgn baik sesuai display original smg cocok sesuai deskripsi thanks,1,1
2129,kemasan traveling... kecil dan mudah d bawa.. isinya sedikit bgt yaa ga penuh... wangi nya segar.. teksturmya lembut.. ke wajah segar..,5,3,kemas traveling kecil mudah d bawa isi sedikit bgt yaa ga penuh wangi nya segar teksturmya lembut wajah segar,1,1
2130,Cocok banget sih buat yg kulutnya kering kerontang,5,3,cocok banget sih buat kulut kering kerontang,1,1
2131,"produk tidak lengkap, night creamy tidak ada, dan bonusy pun tidak ada, maaf g bisa upload vid karena durasiy panjang",1,3,produk lengkap night creamy bonusy tidak ada maaf g upload vid durasiy panjang,0,0
2132,"Selalu puas dengan produk wardah instaperfect
Tekstur foundationnya ringan, mudah di blend
Tekstur powdernya halus, nyatu dikulit
Tekstur highlighternya liquid, bikin glo... ",5,3,selalu puas produk wardah instaperfect tekstur foundationnya ringan mudah blend tekstur powdernya halus nyatu kulit tekstur highlighternya liquid bikin glo,1,1
2133,Cocok di kulit normal,5,3,cocok kulit normal,1,1
2134,"Warnanya suka tapi teksturnya kurang suka, terlalu lembek, jadi pas dipake mudah belepotan di bibir karena terlalu lunak dan lipstik mudah hancur juga.",3,3,warna suka tekstur kurang suka terlalu lembek jadi pas dipake mudah belepotan bibir terlalu lunak lipstik mudah hancur,0,0
2135,"mantappp keren bgt Wardah walaupun aku cuma beli 1 produk tapi packaging nya tetep aman kyk beli banyak, pake bubble wrap yg besar sama kardus juga 👌, produknya bagus, w... ",5,3,mantap keren bgt wardah walaupun aku cuma beli produk packaging nya tetep aman kyk beli banyak pake bubble wrap besar sama kardus produk bagus w,1,1
2136,"tumben ya pengiriman lama hehe
barang ori . terima kasih",5,3,tumben kirim lama hehe barang ori terima kasih,1,1
2137,makasih kak dapat bonus facial wash nya,5,3,makasih kak bonus facial wash nya,1,1
2138,Aman dipakai,5,3,aman pakai,1,1
2139,"barangnya sudah sampe...
siap dipake tiap hari",5,3,barang sampe siap dipake tiap hari,1,1
2140,"produk bagus, packing rapi dan aman, pengiriman cepat. Terima kasih 🙏",5,3,produk bagus packing rapi aman kirim cepat terima kasih,1,1
2141,"dapet bonus facial washh, makasihhh",5,3,dapet bonus facial washh makasih,1,1
2142,"saya suka teksturnya, bikin kulit terasa lembab juga tapi kok menimbulkan bruntusan yah... ada aroma yang samar dan menenangkan.",3,3,suka tekstur bikin kulit asa lembab tapi kok timbul bruntusan yah aroma samar tenang,0,0
2143,mudah mudahan cocok.mksh,5,3,mudah mudah cocokmksh,1,1
2144,pemakaian pertama enak lembut ga bikin kulit kering.. kulit keringku jd lembut dan ga gatal2 lg krn kering.. dibanding pemakaian sebelumnya p*nds.. kulitku cenderung berm... ,5,3,pakai pertama enak lembut ga bikin kulit kering kulit kering jd lembut ga gatal lg krn kering banding pakai belum pnds kulit cenderung berm,1,1
2145,Alhamdulillah barang cepat sampai dan aman. Sesuai deskripsi. Seller fast respon. Langsung dicoba dan saya syukaak warnanya. Recomended👍. Terimakasih seller&tokped �... ,5,3,alhamdulillah barang cepat aman sesuai deskripsi seller fast respon langsung coba dan saya syukaak warna recomended terimakasih sellertokped,1,1
2146,"recommended 👍👍
paket dg packaging yg terbaik",5,3,recommended paket dg packaging baik,1,1
2147,mantap bgt wardah the best,5,3,mantap bgt wardah the best,1,1
2148,krn pengemasan tdk aman barang jadi hancur n tdk utuh,1,3,krn emas tdk aman barang jadi hancur n tdk utuh,0,0
2149,wardah mah sudah pasti bagus. eh dikirain ukurannya sedang ternyata gede juga yaa,5,3,wardah mah pasti bagus eh dikirain ukur sedang nyata gede yaa,1,1
2150,barang cepat bgt dtg nya,5,3,barang cepat bgt dtg nya,1,1
2151,"packaging aman, mantab, cocok, bakal langganan deh. hihi 😁",5,3,packaging aman mantab cocok bakal langgan deh hihi,1,1
2152,"bagus banget, untung pas bgt shadenya dikulit ku. pengiriman n proses cepatt mantap sekali",5,3,bagus banget untung pas bgt shadenya kulit ku kirim n proses cepatt mantap sekali,1,1
2153,ringan cepat meresap melembabkan dimalam hari,5,3,ringan cepat resap melembabkan malam hari,1,1
2154,ringan mudah diserap lembut menyegarkan kulit jd halus,5,3,ringan mudah serap lembut segar kulit jd halus,1,1
2155,"Sejujurnya shade yg dikirim itu salah malah di kirim shade lain yg tonenya beda. diminta video unboxingpaketnya buat redund atau ganti, salah pihak saya g ada videonya. y... ",2,3,jujur shade kirim salah malah kirim shade yg tonenya beda minta video unboxingpaketnya buat redund ganti salah pihak g video y,0,0
2156,"pengiriman cpt, sehari lgsg sampai..mantap",5,3,kirim cpt hari lgsg sampaimantap,1,1
2157,"Coverage-nya high Cocok buat bibir gelap
tapi pataaahhh.. 
huhuhu 😭😭
warna bagus tapi klo patah sama ajaaa..",2,3,coveragenya high cocok buat bibir gelap patah huhuhu warna bagus klo patah sama aja,0,0
2158,Sesuai. pengiriman cepat.,5,3,sesuai kirim cepat,1,1
2159,bagusss bangett mana dapet lagi promo jadii seneng banggeetttt,5,3,bagus bangett mana dapet promo jadi neng banggeet,1,1
2160,barang diterima dengan baik dan lengkap makasih seller,5,3,barang terima baik lengkap makasih seller,1,1
2161,top mantaap,5,3,top mantaap,1,1
2162,"Penviriman cepet, dah langganan,TOP",5,3,penviriman cepet langganantop,1,1
2163,mahal ongkir dripda produk,1,3,mahal ongkir dripda produk,0,0
2164,jgxgkdgkmhcjtxkhxjchkdkgb n bxgmzgnshghchkxtkxkgcmkgtjxjgxghkxjgchkdydtjshrstkydjtxy,5,3,jgxgkdgkmhcjtxkhxjchkdkgb n bxgmzgnshghchkxtkxkgcmkgtjxjgxghkxjgchkdydtjshrstkydjtxy,1,1
